City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
5478673,Meadow Lake,0,US,1680458518,11,34.8014,-106.5436,65.86,15.32
2610343,Vestmanna,20,FO,1680458519,81,62.1564,-7.1664,43.72,8.05
2155415,New Norfolk,80,AU,1680458521,73,-42.7826,147.0587,53.71,2.08
3137469,Sørland,100,NO,1680458522,63,67.667,12.6934,35.46,14.29
1496633,Novovarshavka,16,RU,1680458523,70,54.1721,74.6946,25.11,7.34
286621,Salalah,27,OM,1680458525,77,17.0151,54.0924,82.47,7.31
6620339,Karratha,96,AU,1680458526,73,-20.7377,116.8463,83.16,8.23
583345,Aleksandrov Gay,7,RU,1680458527,41,50.147,48.5704,51.73,7.47
1520240,Pavlodar,0,KZ,1680458529,63,52.3,76.95,24.6,6.71
546105,Nikolskoye,80,RU,1680458530,89,59.7035,30.7861,33.69,9.89
1731298,Aloleng,36,PH,1680458531,81,16.1307,119.7824,77.94,5.03
2012530,Zhigansk,100,RU,1680458533,94,66.7697,123.3711,19.53,20.4
2155562,Nelson Bay,34,AU,1680458534,98,-32.7167,152.15,64.0,5.01
2094342,Kavieng,100,PG,1680458535,81,-2.5744,150.7967,80.71,12.82
1235846,Matara,62,LK,1680458537,87,5.9485,80.5353,76.98,2.26
2317982,Yuli,54,NG,1680458538,11,9.6989,10.2744,90.28,4.52
3629604,Punta de Piedra,100,VE,1680458539,61,7.6176,-71.4916,85.08,3.11
780643,Bjørnevatn,75,NO,1680458540,86,69.6672,29.9847,23.34,10.36
3395981,Maceió,40,BR,1680458377,66,-9.6658,-35.7353,87.24,10.36
3622716,Nicoya,89,CR,1680458543,38,10.1483,-85.452,93.96,13.15
2112802,Hasaki,100,JP,1680458544,67,35.7333,140.8333,49.21,20.98
5882953,Aklavik,40,CA,1680458545,78,68.2191,-135.0107,-0.4,6.91
2208425,Zuwārah,33,LY,1680458546,67,32.9312,12.082,58.86,27.31
2134814,Sola,100,VU,1680458547,75,-13.8833,167.55,83.03,10.74
1517323,Zhanakorgan,95,KZ,1680458548,16,43.9098,67.2495,54.39,14.07
2291136,Bondoukou,82,CI,1680458549,68,8.0333,-2.8,78.35,9.35
3463124,Formosa do Rio Preto,32,BR,1680458551,27,-11.0483,-45.1931,93.96,4.16
3163146,Andenes,40,NO,1680458552,68,69.3143,16.1194,29.93,10.36
2126710,Beringovskiy,65,RU,1680458553,91,63.05,179.3167,10.63,4.12
6324729,Halifax,96,CA,1680458279,56,44.6453,-63.5724,46.69,10.0
4360369,Laurel,0,US,1680458555,39,39.0993,-76.8483,56.93,10.36
1083724,Ambanja,97,MG,1680458556,90,-13.6833,48.45,76.44,2.64
128234,Kerman,0,IR,1680458557,9,30.2832,57.0788,55.26,4.61
150099,Sepuka,50,TZ,1680458558,90,-4.75,34.5333,63.73,3.06
4845585,Westport,0,US,1680458548,23,41.1415,-73.3579,51.94,16.11
107304,Buraidah,0,SA,1680458560,17,26.326,43.975,68.45,8.63
4946620,Palmer,23,US,1680458561,28,42.1584,-72.3287,48.65,8.01
2038665,Alihe,100,CN,1680458562,86,50.5667,123.7167,37.27,0.27
2018896,Novopavlovka,75,RU,1680458564,71,51.2172,109.2091,12.36,10.56
1797595,Qinhuangdao,100,CN,1680458565,51,39.9317,119.5883,48.42,4.43
1701054,Marawi,99,PH,1680458566,94,7.9986,124.2928,69.22,2.42
187585,Marsabit,86,KE,1680458567,45,2.3284,37.9899,76.08,7.38
2093685,Kokopo,97,PG,1680458568,87,-4.352,152.2633,76.19,3.02
4231997,Avera,38,US,1680458569,35,33.194,-82.5271,74.91,4.38
1715335,Davila,5,PH,1680458571,80,18.4726,120.5763,77.22,10.94
2017155,Saskylakh,100,RU,1680458572,95,71.9167,114.0833,16.14,5.14
934479,Grand Gaube,100,MU,1680458573,74,-20.0064,57.6608,79.38,4.0
1687186,Sarangani,100,PH,1680458574,79,5.4033,125.4636,80.53,12.8
1648759,Bima,100,ID,1680458575,94,-8.4667,118.7167,75.54,0.16
3127460,Burgos,20,ES,1680458576,53,42.3394,-3.7079,48.61,12.66
236950,Obo,63,CF,1680458577,48,5.3998,26.4869,79.09,4.12
2090021,Namatanai,90,PG,1680458578,79,-3.6667,152.4333,79.27,7.0
4513583,Hamilton,75,US,1680458282,61,39.1834,-84.5333,51.42,12.66
2065594,Mount Isa,52,AU,1680458580,37,-20.7333,139.5,69.57,9.22
935214,Saint-Pierre,0,RE,1680458435,78,-21.3393,55.4781,78.48,4.61
2063042,Port Hedland,95,AU,1680458583,64,-20.3167,118.5667,85.05,11.32
773148,Dobre Miasto,90,PL,1680458584,58,53.9867,20.3975,35.51,15.93
667771,Şăulia,85,RO,1680458585,84,46.6333,24.2167,51.35,5.1
2263377,São Brás de Alportel,0,PT,1680458586,82,37.1531,-7.8875,67.48,8.05
3601039,Támara,0,HN,1680458587,29,14.15,-87.3333,76.75,16.11
525426,Sobolevo,100,RU,1680458589,96,54.4299,31.8996,36.5,11.36
2191562,Dunedin,8,NZ,1680458465,71,-45.8742,170.5036,51.8,3.0
3138747,Skodje,32,NO,1680458593,65,62.5021,6.7034,44.22,2.26
5345659,El Dorado,100,US,1680458595,89,38.7666,-120.5177,48.63,1.99
2126199,Cherskiy,58,RU,1680458596,100,68.75,161.3,-36.54,1.97
158160,Katoro,43,TZ,1680458597,89,-3.0203,31.8958,65.25,2.39
2025630,Chara,100,RU,1680458598,94,56.9064,118.2631,9.21,3.33
3894426,Coyhaique,75,CL,1680458575,54,-45.5752,-72.0662,55.35,4.61
5952330,Ferme-Neuve,19,CA,1680458601,75,46.7001,-75.4493,25.7,8.32
1496153,Omsk,0,RU,1680458602,68,55.0,73.4,30.09,7.0
1861416,Ishigaki,40,JP,1680458603,72,24.3448,124.1572,66.33,6.91
2028164,Deputatsky,72,RU,1680458605,91,69.3,139.9,-15.14,4.72
1150965,Ranong,16,TH,1680458607,79,9.9658,98.6348,78.28,3.27
214481,Kananga,22,CD,1680458608,92,-5.8958,22.4178,70.86,2.28
2269594,Cascais,0,PT,1680458611,53,38.6979,-9.4215,73.26,17.27
5850554,Makakilo City,100,US,1680458612,90,21.3469,-158.0858,72.01,0.0
5983720,Iqaluit,75,CA,1680458416,62,63.7506,-68.5145,11.93,6.91
5110365,Broome,0,US,1680458615,42,42.2506,-75.833,40.01,11.5
5972762,Hay River,100,CA,1680458616,79,60.8156,-115.7999,13.96,9.22
3347353,Menongue,97,AO,1680458617,93,-14.6585,17.691,63.21,4.12
3985710,Cabo San Lucas,100,MX,1680458526,55,22.8909,-109.9124,89.62,3.0
2208248,Kaitangata,42,NZ,1680458620,91,-46.2817,169.8464,43.84,5.3
130245,Javānrūd,13,IR,1680458621,84,34.7961,46.5172,37.18,6.55
1268015,Kanhangad,19,IN,1680458622,79,12.3081,75.1063,76.89,6.67
1280037,Shache,100,CN,1680458623,20,38.4167,77.2406,55.71,1.14
553518,Kamennogorsk,75,RU,1680458624,86,60.9545,29.1339,32.52,9.6
2137773,Vao,8,NC,1680458625,81,-22.6667,167.4833,77.45,4.79
5870133,Nome,61,US,1680458626,100,64.5011,-165.4064,-7.29,6.29
1513491,Yangi Marg`ilon,75,UZ,1680458628,51,40.4272,71.7189,63.32,9.22
1623197,Tual,100,ID,1680458629,77,-5.6667,132.75,80.87,5.21
3435038,Dolores,91,AR,1680458631,40,-36.3132,-57.6792,74.73,8.23
3645532,Ciudad Bolivar,64,VE,1680458632,28,8.1222,-63.5497,97.9,8.05
2160517,Launceston,13,AU,1680458633,90,-41.45,147.1667,50.14,6.91
5557293,Sitka,12,US,1680458634,78,57.0531,-135.33,39.36,4.18
3691954,Sechura,84,PE,1680458636,61,-5.5569,-80.8222,85.8,9.06
